PdfType: replica
Format: lhagrid1
---
1.000000e-07 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.414214e+00 1.694634e+00 2.030658e+00 2.433312e+00 2.915806e+00 3.493973e+00 4.186784e+00 5.016969e+00 6.011770e+00 7.203827e+00 8.632253e+00 1.034392e+01 1.239499e+01 1.485275e+01 1.779786e+01 2.132695e+01 2.555581e+01 3.062320e+01 3.669539e+01 4.397162e+01 5.269063e+01 6.313850e+01 7.565806e+01 9.066008e+01 1.086368e+02 1.301781e+02 1.559908e+02 1.869217e+02 2.239859e+02 2.683995e+02 3.216196e+02 3.853927e+02 4.618111e+02 5.533824e+02 6.631110e+02 7.945974e+02 9.521559e+02 1.140956e+03 1.367193e+03 1.638290e+03 1.963142e+03 2.352408e+03 2.818860e+03 3.377804e+03 4.047580e+03 4.850163e+03 5.811888e+03 6.964311e+03 8.345245e+03 1.000000e+04
-6 -5 -4 -3 -2 -1 1 2 3 4 5 6 21
0.00000000e+00 0.00000000e+00 3.25284412e-16 3.87433143e-01 2.70075297e+00 2.70075297e+00 2.70097524e+00 2.70113147e+00 3.87432703e-01 3.25284412e-16 0.00000000e+00 0.00000000e+00 7.82656078e+01
0.00000000e+00 0.00000000e+00 5.29999260e-01 9.15901863e-01 3.19392882e+00 3.19393063e+00 3.19416800e+00 3.19433700e+00 9.15901304e-01 5.29999260e-01 0.00000000e+00 0.00000000e+00 8.28248338e+01
0.00000000e+00 0.00000000e+00 1.08252144e+00 1.46704833e+00 3.71356285e+00 3.71356643e+00 3.71381794e+00 3.71399892e+00 1.46704765e+00 1.08252144e+00 0.00000000e+00 0.00000000e+00 8.85667920e+01
0.00000000e+00 0.00000000e+00 1.67216015e+00 2.05546693e+00 4.27371421e+00 4.27371962e+00 4.27398448e+00 4.27417695e+00 2.05546611e+00 1.67216015e+00 0.00000000e+00 0.00000000e+00 9.58571432e+01
0.00000000e+00 0.00000000e+00 2.30854724e+00 2.69074986e+00 4.88336576e+00 4.88337295e+00 4.88365040e+00 4.88385385e+00 2.69074899e+00 2.30854724e+00 0.00000000e+00 0.00000000e+00 1.05047827e+02
0.00000000e+00 0.00000000e+00 2.99816742e+00 3.37936038e+00 5.54855189e+00 5.54856074e+00 5.54885023e+00 5.54906428e+00 3.37935936e+00 2.99816742e+00 0.00000000e+00 0.00000000e+00 1.16427045e+02
0.00000000e+00 0.00000000e+00 3.74542629e+00 4.12568862e+00 6.27333038e+00 6.27334100e+00 6.27364195e+00 6.27386608e+00 4.12568751e+00 3.74542629e+00 0.00000000e+00 0.00000000e+00 1.30223243e+02
0.00000000e+00 2.35014498e-01 4.51921038e+00 4.89861526e+00 7.02645927e+00 7.02647167e+00 7.02678354e+00 7.02701744e+00 4.89861412e+00 4.51921038e+00 2.35014498e-01 0.00000000e+00 1.46495106e+02
0.00000000e+00 1.05415260e+00 5.28034803e+00 5.65896239e+00 7.76861681e+00 7.76863095e+00 7.76895335e+00 7.76919670e+00 5.65896111e+00 5.28034803e+00 1.05415260e+00 0.00000000e+00 1.65140384e+02
0.00000000e+00 1.93923618e+00 6.11131330e+00 6.48918150e+00 8.58172530e+00 8.58174125e+00 8.58207382e+00 8.58232635e+00 6.48918015e+00 6.11131330e+00 1.93923618e+00 0.00000000e+00 1.86482524e+02
0.00000000e+00 2.89218198e+00 7.01359305e+00 7.39075493e+00 9.46715390e+00 9.46717159e+00 9.46751399e+00 9.46777562e+00 7.39075338e+00 7.01359305e+00 2.89218198e+00 0.00000000e+00 2.10593450e+02
0.00000000e+00 3.91437591e+00 7.98820681e+00 8.36469803e+00 1.04258218e+01 1.04258408e+01 1.04261930e+01 1.04264637e+01 8.36469645e+00 7.98820681e+00 3.91437591e+00 0.00000000e+00 2.37523934e+02
0.00000000e+00 5.00673722e+00 9.03575875e+00 9.41161181e+00 1.14582460e+01 1.14582670e+01 1.14586288e+01 1.14589079e+01 9.41161013e+00 9.03575875e+00 5.00673722e+00 0.00000000e+00 2.67307198e+02
0.00000000e+00 6.16984295e+00 1.01565585e+01 1.05318028e+01 1.25646622e+01 1.25646852e+01 1.25650555e+01 1.25653435e+01 1.05318008e+01 1.01565585e+01 6.16984295e+00 0.00000000e+00 2.99960657e+02
0.00000000e+00 7.40401266e+00 1.13506890e+01 1.17253521e+01 1.37450882e+01 1.37451137e+01 1.37454927e+01 1.37457882e+01 1.17253501e+01 1.13506890e+01 7.40401266e+00 0.00000000e+00 3.35488842e+02
0.00000000e+00 8.70930780e+00 1.26180073e+01 1.29921136e+01 1.49993235e+01 1.49993499e+01 1.49997383e+01 1.50000421e+01 1.29921124e+01 1.26180073e+01 8.70930780e+00 0.00000000e+00 3.73884801e+02
0.00000000e+00 1.00856293e+01 1.39582361e+01 1.43318086e+01 1.63270392e+01 1.63270675e+01 1.63274636e+01 1.63277757e+01 1.43318066e+01 1.39582361e+01 1.00856293e+01 0.00000000e+00 4.15132243e+02
0.00000000e+00 1.15326895e+01 1.53709279e+01 1.57439872e+01 1.77277438e+01 1.77277740e+01 1.77281783e+01 1.77284981e+01 1.57439853e+01 1.53709279e+01 1.15326895e+01 0.00000000e+00 4.59207127e+02
0.00000000e+00 1.30501239e+01 1.68555810e+01 1.72281462e+01 1.92008949e+01 1.92009266e+01 1.92013397e+01 1.92016673e+01 1.72281438e+01 1.68555810e+01 1.30501239e+01 0.00000000e+00 5.06078549e+02
0.00000000e+00 1.46374415e+01 1.84115765e+01 1.87836671e+01 2.07458408e+01 2.07458739e+01 2.07462950e+01 2.07466302e+01 1.87836647e+01 1.84115765e+01 1.46374415e+01 0.00000000e+00 5.55710425e+02
0.00000000e+00 1.62940553e+01 2.00382193e+01 2.04098507e+01 2.23618511e+01 2.23618859e+01 2.23623142e+01 2.23626567e+01 2.04098489e+01 2.00382193e+01 1.62940553e+01 0.00000000e+00 6.08061827e+02
0.00000000e+00 1.80192990e+01 2.17347434e+01 2.21059322e+01 2.40481335e+01 2.40481699e+01 2.40486059e+01 2.40489558e+01 2.21059299e+01 2.17347434e+01 1.80192990e+01 0.00000000e+00 6.63088736e+02
0.00000000e+00 1.98124986e+01 2.35003849e+01 2.38711453e+01 2.58038957e+01 2.58039341e+01 2.58043775e+01 2.58047350e+01 2.38711430e+01 2.35003849e+01 1.98124986e+01 0.00000000e+00 7.20744008e+02
0.00000000e+00 2.16728742e+01 2.53342844e+01 2.57046301e+01 2.76282566e+01 2.76282960e+01 2.76287477e+01 2.76291120e+01 2.57046278e+01 2.53342844e+01 2.16728742e+01 0.00000000e+00 7.80978185e+02
0.00000000e+00 2.35996416e+01 2.72355835e+01 2.76055286e+01 2.95203370e+01 2.95203788e+01 2.95208371e+01 2.95212083e+01 2.76055263e+01 2.72355835e+01 2.35996416e+01 0.00000000e+00 8.43740024e+02
0.00000000e+00 2.55919469e+01 2.92033724e+01 2.95729286e+01 3.14792062e+01 3.14792494e+01 3.14797151e+01 3.14800930e+01 2.95729256e+01 2.92033724e+01 2.55919469e+01 0.00000000e+00 9.08977432e+02
0.00000000e+00 2.76489736e+01 3.12367581e+01 3.16059356e+01 3.35039532e+01 3.35039973e+01 3.35044703e+01 3.35048549e+01 3.16059329e+01 3.12367581e+01 2.76489736e+01 0.00000000e+00 9.76637072e+02
8.04886482e-01 2.97405168e+01 3.33055495e+01 3.36743610e+01 3.55643933e+01 3.55644398e+01 3.55649192e+01 3.55653112e+01 3.36743587e+01 3.33055495e+01 2.97405168e+01 8.04886482e-01 1.04564494e+03
